Character,Move Name,Alt Names,Guard,Properties,Damage,Meter,On Hit,On Block,Startup,Active,Recovery,Hitstun,Blockstun,Hitstop,On Pushblock,Footer,Thumbnail URL,Footer URL
BEOWULF,5MP,MACRO_5MP,Mid,-,475,7.50%,4,-2,13,3,20,26,20,9,4,"- See 5[MP].
- Holding the button will drop the mic for a second, overhead hit. Depending on how long the button is held, the mic drop can combo from the punch or un-combo to function as an overhead reset. The mic drop can always be comboed out of, and builds 1/4 of a level of Hype.",https://wiki.gbl.gg/images/b/b8/SG_beo_smp_hb.png,https://wiki.gbl.gg/images/e/e6/SG_beo_smp1_fd.png
BEOWULF,5[MP],"S.[MP]
S[MP]
5.[MP]
5MP HELD
SMP HELD
HELD 5MP
HELD SMP
MIC DROP
MIC",High,Projectile,200,2.50%,4,-1,9,(Until Ground),11,22,17,10,8,- Builds 1/3 hype.,https://wiki.gbl.gg/images/b/b8/SG_beo_smp_hb.png,https://wiki.gbl.gg/images/2/2c/SG_beo_smp2_fd.png
BEOWULF,5HP,MACRO_5HP,Mid,-,925,10%,"+1 OR 
 KD (vs air)",-12,21,1,26,31,18,11,-4,,https://wiki.gbl.gg/images/6/60/SG_beo_shp_hb.png,https://wiki.gbl.gg/images/7/7d/SG_beo_shp_fd.png
BEOWULF,5HP CHAIRLESS,"CHAIRLESS 5HP
CHAIRLESS 5.HP
CHAIRLESS S.HP
CHAIRLESS SHP
SHP CHAIRLESS
S.HP CHAIRLESS
5.HP CHAIRLESS",Mid,Hit Grab,0,0%,Grab Stance,-11,18,3,28,-,19,N/A (11 on block),-4,"- Beowulf grabs at the opponent with one arm, which starts Grab Stance as a hit grab. Using this move lets Beowulf start a Grab Stance with 2 actions from any ground chain.",https://wiki.gbl.gg/images/0/01/SG_beo_shp_cl_hb.png,https://wiki.gbl.gg/images/f/fc/SG_beo_shp_cl_fd.png
BEOWULF,5LK,MACRO_5LK,Low,-,325,2.50%,±0,-1,11,2,17,18,17,7,8,,https://wiki.gbl.gg/images/1/1e/SG_beo_slk_hb.png,https://wiki.gbl.gg/images/c/c0/SG_beo_slk_fd.png
BEOWULF,5MK,MACRO_5MK,Mid,-,475,7.50%,-1,-8,14,4,24,26,19,9,-1,,https://wiki.gbl.gg/images/e/e4/SG_beo_smk_hb.png,https://wiki.gbl.gg/images/8/88/SG_beo_smk_fd.png
BEOWULF,5HK,MACRO_5HK,Mid,-,975,10%,-1 OR Stagger (+32 / +47 CH) OR Wall Bounce (vs air),-11,20,5,28,31,21,12,-6,"- Causes stagger when used OUTSIDE of a chain combo. Ex: Hopdash jMP > 5HK.
- Builds 1/3 of a level of Hype once per combo when it staggers.",https://wiki.gbl.gg/images/d/d4/SG_beo_shk_hb.png,https://wiki.gbl.gg/images/7/79/SG_beo_shk_fd.png
BEOWULF,2LP,MACRO_2LP,Mid,-,250,2.50%,1,4,6,2,14,16,19,7,11,- Beowulf's fastest ground normal.,https://wiki.gbl.gg/images/c/c3/SG_beo_clp_hb.png,https://wiki.gbl.gg/images/9/94/SG_beo_clp_fd.png
BEOWULF,2MP,MACRO_2MP,Mid,-,525,7.50%,3,-6,13,3,21,26,17,10,3,,https://wiki.gbl.gg/images/0/0c/SG_beo_cmp_hb.png,https://wiki.gbl.gg/images/3/3a/SG_beo_cmp_fd.png
BEOWULF,2HP,MACRO_2HP,Mid,Launcher,775,10%,-1,-16,15,2,33,33,18,14,-8,,https://wiki.gbl.gg/images/6/6f/SG_beo_chp_hb.png,https://wiki.gbl.gg/images/2/28/SG_beo_chp_fd.png
BEOWULF,2HP CHAIRLESS,"CHAIRLESS 2HP
CHAIRLESS CHP
CHAIRLESS C.HP
C.HP CHAIRLESS
CHP CHAIRLESS
GRENDEL FLEX
FLEX
GIGAN ARM LAUNCHER",Mid,"Armor (1 hit)
No Cancel (Specials)","625, 725","10%, 10%",KD,-31,25,"4, (9), 4",46,"26, 36","18, 18","12, 15",-36,"- 1 hit of armor.
- Second use launches at half height.
- Beowulf can cancel this into Take a Seat (KK) for one Hype if he's close to the chair.",https://wiki.gbl.gg/images/c/c5/SG_beo_chp_cl_hb.png,https://wiki.gbl.gg/images/6/6a/SG_beo_chp_cl_fd.png
BEOWULF,2LK,MACRO_2LK,Low,-,250,2.50%,2,4,7,3,12,16,18,7,12,,https://wiki.gbl.gg/images/a/ab/SG_beo_clk_hb.png,https://wiki.gbl.gg/images/8/8c/SG_beo_clk_fd.png
BEOWULF,2MK,MACRO_2MK,Low,-,425,7.50%,+1 OR Grab Stance (on OTG hit),-2,14,2,24,26,23,9,1,- Hitting the attack as an OTG triggers a hit grab where Beowulf picks the opponent up and starts Grab Stance with 2 actions.,https://wiki.gbl.gg/images/c/c2/SG_beo_cmk_hb.png,https://wiki.gbl.gg/images/e/e0/SG_beo_cmk_fd.png
BEOWULF,2HK,"MACRO_2HK
SWEEP",Low,Sweep,1000,10%,Soft KD (Invuln.),-14,19,3,29,14,17,10,-5,,https://wiki.gbl.gg/images/c/c7/SG_beo_chk_hb.png,https://wiki.gbl.gg/images/e/ef/SG_beo_chk_fd.png
BEOWULF,2HK CHAIRLESS,"CHAIRLESS 2HK
CHAIRLESS CHK
CHAIRLESS C.HK
C.HK CHAIRLESS
CHK CHAIRLESS
GRENDEL SWEEP
ARM SWEEP
2.HK CHAIRLESS
CHAIRLESS SWEEP
GIGAN ARM SWEEP",Low,"Armor (3 hits),
 Sweep,
 No Cancel (Specials)",1400,10%,Soft KD (Invuln.),-19,25,2,"35, KD OR 90*",14,17,16,-22/-10,"- 3 hits of armor.
- If Beowulf has a level of Hype and is close to The Hurting, you can do an ""EX"" Take a Seat with KK to special cancel this move.
- The recovery knocks Beowulf down, allowing him to use a ground recovery. Make sure to roll or you can be punished on hit.
- * Recovery time without ground tech.",https://wiki.gbl.gg/images/4/47/SG_beo_chk_cl_hb.png,https://wiki.gbl.gg/images/1/15/SG_beo_chk_cl_fd.png
BEOWULF,JLP,MACRO_JLP,High,-,200,2.50%,8,1,8,3,14,24,17,7,10,- Fastest instant overhead option from hopdash.,https://wiki.gbl.gg/images/1/15/SG_beo_jlp_hb.png,https://wiki.gbl.gg/images/f/f8/SG_beo_jlp_fd.png
BEOWULF,JMP,MACRO_JMP,High,-,575,7.50%,11,3,14,3,15,28,20,10,9,,https://wiki.gbl.gg/images/6/68/SG_beo_jmp_hb.png,https://wiki.gbl.gg/images/a/a7/SG_beo_jmp_fd.png
BEOWULF,JHP,MACRO_JHP,High,-,775,10%,-5,-7,16,(Until ground),(Until ground),28,19,11,2,,https://wiki.gbl.gg/images/3/30/SG_beo_jhp_hb.png,https://wiki.gbl.gg/images/7/71/SG_beo_jhp_fd.png
BEOWULF,JHP CHAIRLESS,"J.HP CHAIRLESS
CHAIRLESS JHP
CHAIRLESS J.HP",High,Hit Grab,0,0%,Grab Stance,-7,16,(Until ground),(Until ground),-,19,N/A (11 on block),2,"- Performs Grab Stance on hit, which Beowulf can do both from an air chain or air to ground as a jump in attack.
- Defaults to Canis Major Press on hit if no alternate finisher is input before reaching the ground.",https://wiki.gbl.gg/images/7/73/SG_beo_jhp_cl_hb.png,https://wiki.gbl.gg/images/8/8b/SG_beo_jhp_cl_fd.png
BEOWULF,JLK,MACRO_JLK,High,-,275,2.50%,-6,-3,9,24,7,24,18,7,-4,,https://wiki.gbl.gg/images/4/40/SG_beo_jlk_hb.png,https://wiki.gbl.gg/images/4/4b/SG_beo_jlk_fd.png
BEOWULF,JMK,MACRO_JMK,High,-,625,7.50%,-11,-4,14,(Until ground),2,26,19,9,-2,,https://wiki.gbl.gg/images/e/e4/SG_beo_jmk_hb.png,https://wiki.gbl.gg/images/1/1e/SG_beo_jmk_fd.png
BEOWULF,JHK,MACRO_JHK,High,-,750,10%,KD (vs air),-6,16,3,29,28,31,14,2,,https://wiki.gbl.gg/images/2/23/SG_beo_jhk_hb.png,https://wiki.gbl.gg/images/6/61/SG_beo_jhk_fd.png
BEOWULF,J2HK,"J.2HK
J2.HK
JDHK
JD.HK
2JHK",High,Projectile,750,10%,N/A OR KD (vs air),-,19,(Until ground),4,28,20,8,-,"- Shoots the chair downwards below his feet as a projectile, and then bounces upwards. Poor man's double jump",https://wiki.gbl.gg/images/6/6b/SG_beo_jdhk_hb.png,https://wiki.gbl.gg/images/3/3a/SG_beo_jdhk_fd.png
BEOWULF,THROW,MACRO_THROW,Throw,50% Damage Scaling,0,5%,Grab Stance,-,7,1,28,-,-,-,-,- Starts grab stance.,https://wiki.gbl.gg/images/4/47/SG_beo_throw_hb.png,https://wiki.gbl.gg/images/d/d1/SG_beo_throw_fd.png
BEOWULF,AIR THROW,MACRO_AIR_THROW,Air Throw,50% Damage Scaling,0,5%,Grab Stance,-,7,3,18,-,-,-,-,"- Starts grab stance.
- If Beowulf lands in a reasonable time after landing this he will transition into ground grab stance.
- If Beowulf doesn't land in time he will default to Canis Major Press.",https://wiki.gbl.gg/images/6/6e/SG_beo_airthrow_hb.png,https://wiki.gbl.gg/images/c/c4/SG_beo_airthrow_fd.png
BEOWULF,TAG IN,MACRO_TAG,Mid,Tag,500,4.50%,KD,-20,31 to 46,1,33,10,13,13,-7,- Enters the screen from behind the opponent for a cross up.,https://wiki.gbl.gg/images/3/3e/SG_beo_tag_hb.png,https://wiki.gbl.gg/images/d/d5/SG_beo_tag_fd.png
BEOWULF,SNAPBACK,MACRO_SNAPBACK,Mid,Snapback,"0, 0",-100%,-,"-16, -32",12 + 3,"3, *(45), 5","37, 45","45, 14","17, 17","(9) 14, 13 (9 on block)",-7,"- Requires chair.
- Unique 2 hit snpaback. Only performs the follow up kick if the first hit connects.
- Failing to connect the first hit will set the hurting down on the ground.
- If a PUNCH button is held, Beowulf will continue sitting on his chair until he's hit or the button is released. Ending the match while holding P will perform the sitting pose as his win pose.",https://wiki.gbl.gg/images/6/69/SG_beo_snap_hb.png,https://wiki.gbl.gg/images/1/13/SG_beo_snap_fd.png
BEOWULF,L HURTING HURL,"L CHAIR
CHAIR L
L HURL
MACRO_236LP
TOSS L
L TOSS
L CHAIR TOSS",Low,"Sweep
 Projectile",600 (100),(2.5%) 7.5%,Soft KD,-1,21,12,30,16,19,12 (9 on block),6,"- Has sweep properties, which breaks armor.
- Shortest cooldown until The Hurting can be picked up again.
- Beowulf has a 5F buffer on his DASH and THROW after, but not normals.",https://wiki.gbl.gg/images/d/dd/SG_beo_qcfp_hb.png,https://wiki.gbl.gg/images/6/6a/SG_beo_qcflp_fd.png
BEOWULF,M HURTING HURL,"M CHAIR
M HURL
CHAIR M
MACRO_236MP
M TOSS
TOSS M
M CHAIR TOSS
HURTING HURL M",High (2nd hit),"85% Damage Scaling (2nd hit), 
 Projectile","250, 350 (100, 100)","(2.5%) 4.5%, 3.825%",+3 OR KD (vs air),"-7, N/A",22,"48, 16",34,"28, 28","18, 17","8, 8",1,"- Beowulf tosses The Hurting in the air for a projectile that hits twice, with the second hit must be blocked high, and leaves the chair in front of him.
- The second hit of the chair will restand.
- Beowulf has a 5F buffer after which allows him to always get a perfectly times 2LP to check his opponent after.",https://wiki.gbl.gg/images/d/dd/SG_beo_qcfp_hb.png,https://wiki.gbl.gg/images/e/ec/SG_beo_qcfmp_fd.png
BEOWULF,H HURTING HURL,"H HURL
H CHAIR
CHAIR H
DP
MACRO_236HP
MACRO_236P
H TOSS
TOSS H
H CHAIR TOSS
CHAIR
HURTING HURL H",Mid,"Invuln. (Strike),
 90% Damage Scaling,
 Projectile",600 (100),(2.5%) 4.05%,KD,1,25,50,28,17,20,8,7,"- Beowulf's only meterless reversal, which can be thrown since it is only strike invuln, and it is PLUS on block.
- Beowulf has a 5F buffer after which allows him to always get a perfectly times 2LP to check his opponent after.",https://wiki.gbl.gg/images/d/dd/SG_beo_qcfp_hb.png,https://wiki.gbl.gg/images/2/24/SG_beo_qcfhp_fd.png
BEOWULF,WULF BLITZER,"BLITZER
CANNON
MACRO_236LK
MACRO_236MK
MACRO_236HK
MACRO_236K
L BLITZER
M BLITZER
H BLITZER
L BLITZ
M BLITZ
H BLITZ
BEAST CANNON
WULF BLITZ
WULFBLITZ",Mid,-,"See description 
(100)",(2.5%) 3%,KD,"-24 (L)
-57 (M)
-65 (H)",20,28,"(Until ground)
12 after landing",15,18,8,"-16 (L)
-49 (M)
-57 (H)","- Beowulf charges at the opponent up to 3 times on the ground or 2 times in the air. The first button press determines the trajectory, then subsequent hits can choose a direction by pressing a button and holding any direction.
- If done as a final hit (3rd hit on the ground, 2nd hit in the air), the damage increases by 400, except for the straight downward direction (2) which increases by 300.
- Beowulf gets an extra 1.1111% meter when blitzing forwards or upforwards.
- Type ""!fd Beowulf WULF BLITZER xN"" for follow up values.
- See also EX WULF BLITZER.
- DAMAGE PER DIRECTION:
↖ ↑ ↗
475 575 475
← →
375 375
↙ ↓ ↘
275 275 275",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/d/dd/SG_beo_qcflk_fd.png
BEOWULF,WULF BLITZER XN,"BLITZER xN
CANNON xN
236LK xN
236MK xN
236HK xN
236K xN
QCFLK xN
QCFMK xN
QCFHK xN
QCFK xN
QCF+K xN
BLITZER FOLLOW UP",Mid,-,"See description 
(100)",3%,KD,-2/-8 at best,8,28,"(Until ground), 12 after landing",15,"12 (x3 downwards directions), 18 (otherwise)",8,"-16 (L)
-49 (M)
-57 (H)","- DAMAGE PER DIRECTION:
↖ ↑ ↗
475 575 475
← →
375 375
↙ ↓ ↘
275 275 275",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/d/dd/SG_beo_qcflk_fd.png
BEOWULF,EX WULF BLITZER,"EX BLITZER
EX CANNON
BLITZER EX
CANNON EX
WULF BLITZER EX
WULF EX BLITZER",Mid,-,"See description 
(100)",3%,KD,-2 at best,8,28,"(Until ground), 12 after landing",15,18,8,"-16 (L)
-49 (M)
-57 (H)","- For the cost of 1 Hype and after performing at least one regular Blitzer, Beowulf can press KK + any direction to perform an EX Blitzer. This allows him to perform up to 6 Blitzers from the ground (3 normal + 3 EX).
- EX Blitzer cannot be canceled back into a regular Blitzer.
- Unlike regular Blitzers, there is no damage bonus on the third EX Blitzer in a row.
- Grounded EX Blitzers have the same frame advantage as the x2 Blitzer followup (ie. they are -2 on block in downwards directions when starting from the lowest height).
- See also: EX WULF BLITZER AIR.
- DAMAGE PER DIRECTION:
↖ ↑ ↗
675 775 675
← →
575 575
↙ ↓ ↘
475 425 475",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/d/dd/SG_beo_qcflk_fd.png
BEOWULF,WULF BLITZER AIR,"BLITZER AIR
CANNON AIR
236LK AIR
236MK AIR
236HK AIR
236K AIR
QCFLK AIR
QCFMK AIR
QCFHK AIR
QCFK AIR
QCF+K AIR
AIR BLITZER
AIR CANNON
AIR 236LK
AIR 236MK
AIR 236HK
AIR 236K
AIR QCFLK
AIR QCFMK
AIR QCFHK
AIR QCFK
AIR QCF+K",Mid,-,"See description 
(100)",(2.5%) 3%,KD,"-27 (At best) (L)
-2 (At best) (M)
-57 (At best) (H)",18,28,"(Until ground), 12 after landing",15,18,8,"-19 (At best) (L)
12 (At best) (M)
-49 (At best) (H)","- Beowulf charges at the opponent up to 3 times on the ground or 2 times in the air. The first button press determines the trajectory, then subsequent hits can choose a direction by pressing a button and holding any direction.
- If done as a final hit (3rd hit on the ground, 2nd hit in the air), the damage increases by 400, except for the straight downward direction (2) which increases by 300.
- Beowulf gets an extra 1.1111% meter when blitzing forwards or upforwards.
- Type ""!fd Beowulf WULF BLITZER Air xN"" for air follow up values.
- DAMAGE PER DIRECTION:
↖ ↑ ↗
475 575 475
← →
375 375
↙ ↓ ↘
275 275 275",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/7/77/SG_beo_jqcflk_fd.png
BEOWULF,WULF BLITZER AIR XN,"BLITZER AIR xN
CANNON AIR xN
236LK AIR xN
236MK AIR xN
236HK AIR xN
236K AIR xN
QCFLK AIR xN
QCFMK AIR xN 
QCFHK AIR xN
QCFK AIR xN
QCF+K AIR xN 
AIR BLITZER xN
AIR CANNON xN
AIR 236LK xN
AIR 236MK xN
AIR 236HK xN 
AIR 236K xN
AIR QCFLK xN
AIR QCFMK xN
AIR QCFHK xN
AIR QCFK xN
AIR QCF+K xN",Mid,-,"See description 
(100)",3%,KD,-8 (At best),8,28,"(Until ground),12 after landing",15,"12 (downwards directions), 18 (otherwise)",8,6 (At best),"- Type ""!fd Beowulf WULF BLITZER Air"" for air version initial values.
- DAMAGE PER DIRECTION:
↖ ↑ ↗
475 575 475
← →
375 375
↙ ↓ ↘
275 275 275",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/7/77/SG_beo_jqcflk_fd.png
BEOWULF,EX WULF BLITZER AIR,"EX BLITZER AIR
EX CANNON AIR
BLITZER EX AIR
CANNON EX AIR
AIR EX BLITZER
AIR EX CANNON
AIR BLITZER EX
AIR CANNON EX
EX AIR BLITZER
EX AIR CANNON
BLITZER AIR EX
CANNON AIR EX
WULF BLITZER EX AIR
AIR EX WULF BLITZER
AIR WULF BLITZER EX
EX AIR WULF BLITZER
WULF BLITZER AIR EX
AIR KK
AIR K+K
JKK
J.KK
JK+K
J.K+K",Mid,-,"See description 
(100)",3%,KD,-2 (At best),8,28,"(Until ground),12 after landing",15,18,8,-,"- For the cost of 1 Hype and after performing at least one regular Blitzer, Beowulf can press KK + any direction to perform an EX Blitzer. - He can do this up to 3 times, as long as he has the Hype. - This allows him to perform up to 5 Blitzers from the air (2 normal + 3 EX).
- EX Blitzer cannot be canceled back into a regular Blitzer.
- Air EX Blitzers have the same frame advantage as the x2 Blitzer followup, except they do not suffer a blockstun penalty on downwards directions (ie. they are -2 on block in downwards directions when starting from the lowest height).
- DAMAGE PER DIRECTION:
↖ ↑ ↗
675 775 675
← →
575 575
↙ ↓ ↘
475 425 475",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/7/77/SG_beo_jqcflk_fd.png
BEOWULF,WULF SHOOT,"MACRO_236LPLK
WULFSHOOT
SHOOT
COMMAND GRAB
CMD GRAB",Command Grab,Invuln. (Throw),0,0.03%,Grab Stance,-,24,18,24,-,-,-,-,"- Start a Grab Stance with 5 actions on hit.
- This command grab has invulnerability to throw for the entire startup.",https://wiki.gbl.gg/images/9/9c/SG_beo_qcfthrow_hb.png,https://wiki.gbl.gg/images/9/97/SG_beo_qcfthrow_fd.png
BEOWULF,TAKE A SEAT,"KK
K+K
LK+MK
LKMK
CHAIR PICKUP
CHAIR PICK UP
PICKUP
PICK UP
TAKE SEAT",N/A,-,0,0%,-,-,-,-,13,-,-,-,-,"- Picks up the chair but only if Beowulf is standing near it. If the chair is darkened, it cannot be picked up.
- Beowulf can cancel Grendel Flex (2HP) and Gigan Arm Sweep (2HK) if he is close to the chair and has at least one level of Hype.",https://wiki.gbl.gg/images/d/da/SG_beo_kk.png,https://wiki.gbl.gg/images/c/c9/SG_beo_kk_fd.png
BEOWULF,EX TAKE A SEAT,"22KK
22K+K
22LK+MK
22LKMK
EX CHAIR PICKUP
EX CHAIR PICK UP
EX PICKUP
EX PICK UP
EX TAKE SEAT
RECALL
CHAIR RECALL
EX RECALL",Mid,Projectile,1000,1%,KD,+1,17,Until arrives (1 to ~25),Varies,-,17,10,-,"- For the cost of 3 hype, Beowulf recalls the chair to him regardless of where it is. The chair returns as a spinning projectile.
- The chair can be recalled even if it's still in flight.
- Total animation lasts 44f, after which Beowulf is able to act regardless of whether the chair has returned yet.",https://wiki.gbl.gg/images/6/69/SG_beo_ddkk_hb.png,https://wiki.gbl.gg/images/f/f6/SG_beo_ddkk_fd.png
BEOWULF,BERSERKER HEADBUTT,"P
HEADBUTT
PUMMEL",N/A,-,"200 OR 250, 300**",5%,KD*,-,9 OR 11**,"10 OR 16* OR 9, (3), 9**",0,45 (vs assists),-,10 (vs assists),-,"- While it doesn't do much damage, it builds meter quickly, and allows you to easily follow up if you end Grab Stance with this action.",https://wiki.gbl.gg/images/b/b1/SG_beo_stancep.png,-
BEOWULF,NAEGLING KNEE LIFT,"KNEE LIFT
KNEE
K",N/A,-,400 OR 500**,0.50%,KD*,-,9,10 OR 16*,0,45 (vs assists),-,10 (vs assists),-,"- The inversion of Berserker Headbutt; it does more damage, it doesn't build nearly as much meter for you, and is harder to follow up if you end Grab Stance with this action.",https://wiki.gbl.gg/images/4/4a/SG_beo_stancek.png,-
BEOWULF,WULF PRESS SLAM,"SLAM
WULF PRESS
WULF SLAM
PRESS SLAM
6P
4P",N/A,-,1500,5%,Soft KD,-,38,3,20,25 (vs assists),-,6 (vs assists),-,,https://wiki.gbl.gg/images/5/50/SG_beo_stancefp.png,-
BEOWULF,EX WULF PRESS SLAM,"6PP
4PP
EX SLAM
EX WULF PRESS
EX WULF SLAM
EX PRESS SLAM",N/A,-,1500,5%,"Grab Stance, Soft KD (vs assists)",-,38,3,24,25 (vs assists),-,6 (vs assists),-,- Changes Beowulf's facing direction during Grab Stance.,https://wiki.gbl.gg/images/5/50/SG_beo_stancefp.png,-
BEOWULF,DIVING WULFDOG,"WULFDOG
WULF DOG
DIVE
DIVING DOG
6K",N/A,-,1700,5%,Soft KD,-,12,"4, (20), 1","26, KD OR 77*",25 x2 (vs assists),-,"2, 16 (vs assists)",-,"- If Beowulf slams his own deployed chair using this move, it deals 250 bonus points of damage, generates 1 level of Hype, and automatically re-equips the chair.
- The recovery of this move knocks Beowulf down, allowing him to use a ground recovery.",https://wiki.gbl.gg/images/0/00/SG_beo_stancefk.png,-
BEOWULF,EX DIVING WULFDOG,"EX WULFDOG
EX WULF DOG
EX DIVE
EX DIVING DOG
6KK",N/A,-,1500,5%,"Grab Stance, Soft KD (vs assists)",-,12,"4, (20), 1",36,25 x2 (vs assists),-,"2, 16 (vs assists)",-,- Doesn't release the opponent during the EX version allowing for more follow ups.,https://wiki.gbl.gg/images/0/00/SG_beo_stancefk.png,-
BEOWULF,DIVING WULFDOG AIR,"AIR WULFDOG
AIR WULF DOG
AIR DIVE
AIR DIVING DOG
AIR 6KK
J6KK
J.6KK",N/A,-,1500,5%,Soft KD,-,11,"(Until ground), 1","26, KD OR 77*",25 (vs assists),-,12 (vs assists),-,"- If Beowulf slams his own deployed chair using this move, it deals 250 bonus points of damage, generates 1 level of Hype, and automatically re-equips the chair.
- The recovery of this move knocks Beowulf down, allowing him to use a ground recovery.",https://wiki.gbl.gg/images/0/00/SG_beo_stancefk.png,-
BEOWULF,EX DIVING WULFDOG AIR,"EX AIR WULFDOG
EX AIR WULF DOG
EX AIR DIVE
EX AIR DIVING DOG
EX AIR 6KK
EX J6KK
EX J.6KK",N/A,-,1200,5%,"Grab Stance, Soft KD",-,11,"(Until ground), 1",36,25 (vs assists),-,12 (vs assists),-,- Doesn't release the opponent during the EX version allowing for more follow ups.,https://wiki.gbl.gg/images/0/00/SG_beo_stancefk.png,-
BEOWULF,DA GRENDEL KILLA,"4K
B.K
GRENDEL
GRENDEL KILLA
KILLA
4+K",N/A,-,2100,2%,"Stagger (vs assists), Soft KD",-,19,"3, (47), 1",59,"35, 25 (vs assists)",-,24 (vs assists),-,"- See ""Da Grendel Killa"", ""EX Da Grendel Killa"", ""AIr Da Grendel Killa"" ""EX Air Da Grendel Killa"".
- If Beowulf slams his own deployed chair using this move, it deals 250 bonus points of damage, generates 1 level of Hype, and automatically re-equips the chair.",https://wiki.gbl.gg/images/5/50/SG_beo_stancebk.png,-
BEOWULF,EX DA GRENDEL KILLA,"4KK
4+KK
B.KK
EX GRENDEL
EX GRENDEL KILLA
EX KILLA",N/A,-,1700,2%,"Stagger (vs assists)
Soft KD (vs assists)
Ground Bounce",-,19,"3, (47), 1",51,"35, 25 (vs assists)",-,24 (vs assists),-,"- See ""Da Grendel Killa"", ""EX Da Grendel Killa"", ""AIr Da Grendel Killa"" ""EX Air Da Grendel Killa"".
- Unlike the non EX version of this move, Beowulf will not get bonuses for slamming opponents into the chair and it will not automatically equip on his back.",https://wiki.gbl.gg/images/5/50/SG_beo_stancebk.png,-
BEOWULF,AIR DA GRENDEL KILLA,"AIR 4KK
AIR 4+KK
AIR B.KK
J4KK
J.4KK
J 4KK
J 4+KK
AIR GRENDEL
AIR GRENDEL KILLA
AIR KILL
AIR KILLA",N/A,-,1900,2%,Soft KD,-,12,"(Until ground), 1",59,25 (vs assists),-,12 (vs assists),-,"- See ""Da Grendel Killa"", ""EX Da Grendel Killa"", ""AIr Da Grendel Killa"" ""EX Air Da Grendel Killa"".
- If Beowulf slams his own deployed chair using this move, it deals 250 bonus points of damage, generates 1 level of Hype, and automatically re-equips the chair.",https://wiki.gbl.gg/images/5/50/SG_beo_stancebk.png,-
BEOWULF,EX AIR DA GRENDEL KILLA,"EX AIR 4KK
EX AIR 4+KK
EX AIR B.KK
EX J4KK
EX J.4KK
EX J 4KK
EX J 4+KK
AIR EX GRENDEL
AIR EX GRENDEL KILLA
AIR EX KILL
AIR EX KILLA
EX AIR GRENDEL
EX AIR GRENDEL KILLA
EX AIR KILL
EX AIR KILLA",N/A,-,1700,2%,"Ground Bounce
Soft KD (vs assists)",-,12,"(Until ground), 1",51,25 (vs assists),-,12 (vs assists),-,"- See ""Da Grendel Killa"", ""EX Da Grendel Killa"", ""AIr Da Grendel Killa"" ""EX Air Da Grendel Killa"".
- Unlike the non EX version of this move, Beowulf will not get bonuses for slamming opponents into the chair and it will not automatically equip on his back.",https://wiki.gbl.gg/images/5/50/SG_beo_stancebk.png,-
BEOWULF,GEATISH TREPAK,"2K
2+K
GEATISH
TREPAK
CHAIR DANCE
DANCE",Mid,-,"[325, 250] x3, 1000","1.8% x6, 1.98%",KD,-28,15,"3, (10), 3,...",58,25 x7,28 x7,"4 x6, 14",-,"- See ""EX Geatish Trepak""",https://wiki.gbl.gg/images/3/39/SG_beo_stancedk.png,-
BEOWULF,EX GEATISH TREPAK,"2KK
2+KK
EX GEATISH
EX TREPAK
EX CHAIR DANCE
EX DANCE",Mid,-,"[325, 250] x3, 1000","1.8% x6, 1.98%",Wall Splat,6,15,"3, (10), 3,...",89,25 x7,28 x7,"4 x6, 80",-,"- See ""Geatish Trepak""
- Best way to hit both assist and point in the corner (EX only) so that you can OTG snapback for a double snap.",https://wiki.gbl.gg/images/3/39/SG_beo_stancedk.png,-
BEOWULF,CANIS MAJOR PRESS,"2P
2+P
PRESS
MAJOR PRESS
CANIS MAJOR
CANIS PRESS
DOG STAR PRESS
CANIS",N/A,-,1000,7%,Hard Knockdown,-,-,(Until ground),58,25 (vs assists),-,12 (vs assists),-,"- See ""Ex Canis Major Press""
- Can trigger Undizzy if the move that enters Grab Stance was not chained into.
- If you have 3 levels of hype, or used two levels of hype in the same combo, and the opponent is on their last character with 1550HP or less, the EX version will end the match with a special animation where a penguin referee appears.",https://wiki.gbl.gg/images/b/b3/SG_beo_stancejdp.png,-
BEOWULF,EX CANIS MAJOR PRESS,"2PP
2+PP
EX PRESS
EX MAJOR PRESS
EX CANIS MAJOR
EX CANIS PRESS
EX DOG STAR PRESS
EX CANIS",N/A,-,1250,7%,Hard Knockdown,-,-,(Until ground),50,25 (vs assists),-,12 (vs assists),-,"- See ""Canis Major Press""
- Can trigger Undizzy if the move that enters Grab Stance was not chained into.
- If you have 3 levels of hype, or used two levels of hype in the same combo, and the opponent is on their last character with 1550HP or less, the EX version will end the match with a special animation where a penguin referee appears.",https://wiki.gbl.gg/images/b/b3/SG_beo_stancejdp.png,-
